City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Xiongyue,22,CN,1570414157,46,40.18,122.12,291.27,7.602
Bambous Virieux,40,MU,1570414157,83,-20.34,57.76,296.15,7.7
Weihe,95,CN,1570414157,56,32.99,105.33,287.49,2
Keetmanshoop,18,NA,1570414157,81,-26.57,18.15,287.15,2.1
Hwange,0,ZW,1570414157,21,-18.35,26.5,290.95,1.99
Banda Aceh,100,ID,1570413862,76,5.56,95.32,300.31,3.76
Biak,55,ID,1570414158,70,-0.91,122.88,296.3,2.36
Poum,20,MK,1570414158,75,41.28,20.71,281.15,4.1
Nalut,36,LY,1570414158,41,31.86,10.98,291.3,0.81
Kuybyshevo,85,UA,1570414158,58,44.63,33.86,286.6,4.72
Turayf,0,SA,1570414158,42,31.68,38.65,290.15,1
Tabou,63,CI,1570414159,93,4.42,-7.36,296.65,1.62
Ngunguru,98,NZ,1570414159,91,-35.62,174.5,289.82,4.3
Baykit,100,RU,1570414159,99,61.68,96.39,276.87,2.32
Severo-Kurilsk,0,RU,1570414159,81,50.68,156.12,280.88,8.47
Aloleng,0,PH,1570414160,67,16.13,119.78,301.36,1.42
Murgab,0,TM,1570414160,54,37.5,61.97,285.15,3.1
Tautira,75,PF,1570414160,65,-17.73,-149.15,301.15,4.6
Kahului,40,US,1570414160,48,20.89,-156.47,304.15,5.1
Meget,40,RU,1570414160,93,52.42,104.06,275.15,3
Hirara,20,JP,1570414161,74,24.8,125.28,302.15,5.1
Kunda,100,EE,1570414161,84,59.5,26.52,277.57,3
Coquimbo,0,CL,1570414161,82,-29.95,-71.34,286.15,6.18
Souillac,20,FR,1570414161,93,45.6,-0.6,284.82,0.5
Bosobolo,94,CD,1570414161,96,4.19,19.88,294.18,0.71
Katherine,24,AU,1570414162,38,-14.47,132.26,304.15,2.6
Lodja,69,CD,1570414162,99,-3.52,23.6,293.84,0.741
Bogorodskoye,100,RU,1570414162,61,52.37,140.44,282.19,6.47
Atambua,8,ID,1570414162,64,-9.11,124.89,299.42,4.04
Leningradskiy,48,RU,1570414162,74,69.38,178.42,269.03,2.02
Puri,99,ID,1570414163,35,-7.54,112.45,307.43,3.347
Sapa,20,PH,1570414163,58,14.32,120.76,305.93,2.1
Zhigansk,100,RU,1570414163,94,66.77,123.37,271.57,3.88
Maniitsoq,0,GL,1570414163,55,65.42,-52.9,274.75,2.195
Ambagarh Chauki,72,IN,1570414163,76,20.78,80.75,299.08,2.39
Noumea,0,NC,1570414164,48,-22.28,166.46,301.15,5.7
Alekseyevsk,100,RU,1570414164,72,57.84,108.35,274.19,5.26
Anadyr,40,RU,1570414164,80,64.73,177.51,274.15,8
Ambon,100,FR,1570414164,93,47.55,-2.56,286.48,1.348
Kihei,40,US,1570413901,48,20.76,-156.45,304.15,5.1
Primorsk,61,RU,1570414165,87,60.37,28.62,271.48,3.654
Dickinson,1,US,1570414165,75,46.88,-102.79,280.93,3.1
Nhulunbuy,20,AU,1570414165,38,-12.18,136.78,304.15,6.2
Xanlar,75,AZ,1570414165,49,40.56,46.33,293.15,7.2
Machaneng,0,BW,1570414165,34,-23.19,27.49,290.81,3.25
Puerto Escondido,75,MX,1570414166,70,15.86,-97.07,302.15,1.14
Trinidad,100,BO,1570414166,96,-14.83,-64.9,289.86,3.018
Bandar-e Lengeh,0,IR,1570414166,71,26.56,54.88,302.47,7.25
Santa Rosa,100,AR,1570414166,25,-36.62,-64.29,290.39,2.88
Richards Bay,75,ZA,1570414166,88,-28.77,32.06,293.98,7.53
Montepuez,97,MZ,1570414167,86,-13.13,39,294.03,1.776
Waipawa,0,NZ,1570414153,54,-39.94,176.59,293.15,3.13
Poya,0,NC,1570414167,77,-21.35,165.16,294.24,6.07
Olinda,75,AU,1570414167,47,-37.84,145.39,290.93,2.6
Saquena,100,PE,1570414168,98,-4.67,-73.52,295.97,1.054
Tabas,0,IR,1570414168,18,33.6,56.92,291.15,2.1
Bathsheba,40,BB,1570414168,78,13.22,-59.52,301.15,9.8
Kilindoni,0,TZ,1570414168,76,-7.91,39.67,298.99,2.48
Redmond,1,US,1570414168,67,47.67,-122.12,287.15,1.5
Anchorage,75,US,1570414169,42,61.22,-149.89,282.04,3.101
Avera,1,US,1570414160,64,33.19,-82.53,297.59,2.1
Tessalit,87,ML,1570414169,11,20.2,1.01,303.42,3.78
Cedral,3,MX,1570414169,60,23.82,-100.72,293.45,6.18
Pervomayskoye,46,RU,1570414169,82,57.07,86.23,284.6,3.86
Uhlove,85,UA,1570414169,58,44.82,33.6,286.6,4.72
Mbandaka,100,CD,1570414170,98,0.05,18.26,294.96,0.8
Redlands,1,US,1570414074,17,34.06,-117.19,306.15,1.67
Perth,20,AU,1570414170,48,-31.95,115.86,293.71,6.2
Kununurra,0,AU,1570414170,36,-15.77,128.74,307.15,2.6
Haapiti,75,PF,1570414170,65,-17.57,-149.87,301.15,4.6
Sorong,100,ID,1570414171,62,-0.86,131.25,303.91,2.628
San Angelo,90,US,1570414171,69,31.46,-100.44,296.15,8.7
Annau,0,TM,1570414171,47,37.89,58.52,286.15,2.1
Port Hedland,0,AU,1570414171,52,-20.31,118.58,304.15,5.7
Peniche,91,PT,1570414171,82,39.36,-9.38,290.15,5.1
Broken Hill,0,AU,1570414172,45,-31.97,141.45,293.15,5.1
Northam,20,AU,1570414172,45,-31.65,116.67,291.15,6.2
Kassala,0,SD,1570414172,63,15.45,36.38,300.84,4.53
Kichmengskiy Gorodok,100,RU,1570414172,98,59.99,45.81,275.73,4.584
Havoysund,75,NO,1570414172,86,71,24.66,277.15,6.2
Mayya,0,RU,1570414173,74,61.74,130.28,272.15,3
Hobyo,35,SO,1570414173,71,5.35,48.53,299.53,3.01
Deer Lake,40,CA,1570414173,86,49.18,-57.43,278.15,2.6
Swan Hill,99,AU,1570414173,37,-35.34,143.56,293.18,4.93
Muisne,100,EC,1570414173,80,0.61,-80.02,296.75,2.668
Puerto Baquerizo Moreno,98,EC,1570414174,84,-0.9,-89.6,292.88,5.28
Kijang,100,KR,1570413944,72,35.24,129.21,291.15,3.6
Shasta Lake,0,US,1570414174,29,40.68,-122.36,303.15,3.1
Leh,100,IN,1570414174,52,34.16,77.58,274.49,0.868
Dicabisagan,14,PH,1570414174,73,17.08,122.42,301.74,2.55
Roebourne,10,AU,1570414175,7,-20.77,117.15,313.07,5.62
Namatanai,59,PG,1570414175,79,-3.66,152.44,300.6,4.87
Shu,100,KZ,1570414175,31,43.6,73.76,290.25,1.05
Misratah,0,LY,1570414175,63,32.38,15.09,297.28,3.15
Thunder Bay,20,CA,1570413952,81,48.41,-89.26,282.15,4.6
Omurtag,14,BG,1570414176,100,43.1,26.42,278.15,1
Rosarito,75,CO,1570414176,83,4.91,-75.23,297.15,1
Lensk,100,RU,1570414176,85,60.71,114.91,273.03,5.59
Touros,75,BR,1570414176,78,-5.2,-35.46,298.15,5.1
Jiuquan,0,CN,1570414177,40,39.73,98.49,285.96,4.74
Warri,99,NG,1570414177,91,5.52,5.75,297.63,2.16
Mitu,0,IR,1570414177,64,36.2,46.09,282.16,2.08
Roald,9,NO,1570414177,86,62.58,6.12,276.48,3.6
Laguna,40,BZ,1570414132,83,16.17,-88.94,300.15,0.04
Ilhabela,92,BR,1570414177,92,-23.78,-45.36,294.75,4.27
Narasannapeta,7,IN,1570414178,76,18.42,84.04,301.78,1.87
Riyadh,0,SA,1570414178,32,24.63,46.72,300.15,1.5
Maragogi,14,BR,1570414178,94,-9.01,-35.22,293.59,1.06
Lively,90,US,1570414178,45,33.6,-99.18,292.15,8.7
Port Blair,40,IN,1570414179,94,11.67,92.75,299.15,2.05
Pascagoula,1,US,1570413966,88,30.37,-88.56,300.15,1.61
Maloy,98,ID,1570414179,74,1,118.1,302.62,1.28
Kikwit,100,CD,1570414179,93,-5.04,18.82,295.19,0.55
Ankazobe,40,MG,1570414179,87,-18.32,47.12,287.15,2.6
Nandgaon,1,IN,1570414179,71,20.31,74.66,299.05,1.52
Qinggang,14,CN,1570414180,61,28.25,121.28,302.04,1.42
Kedougou,100,SN,1570414180,82,12.56,-12.19,296.74,1.45
Pacifica,40,US,1570414176,40,37.61,-122.49,298.15,4.6
Dharan,47,NP,1570414180,79,26.81,87.28,295.3,1.24
Bayir,11,TR,1570414180,93,37.27,28.22,286.15,1.5
Rudsar,0,IR,1570414181,93,37.14,50.29,291.15,2.1
Odienne,100,CI,1570414181,97,9.51,-7.57,294.62,3.06
Marsh Harbour,100,BS,1570414181,81,26.54,-77.06,300.28,8.483
Nishihara,75,JP,1570414181,73,35.74,139.53,298.15,6.2
Cape Coast,100,GH,1570414181,87,5.11,-1.24,298.41,5.839
Kuching,75,MY,1570414181,88,1.56,110.34,300.15,1.5
Dzilam Gonzalez,100,MX,1570414182,81,21.28,-88.93,302.04,2.68
Ploufragan,100,FR,1570414182,93,48.49,-2.79,284.82,3.1
Manicore,8,BR,1570414182,69,-5.81,-61.3,298.63,1.07
Granollers,100,ES,1570414182,82,41.61,2.29,293.15,0.5
Yar-Sale,0,RU,1570414183,76,66.83,70.83,274.35,9.49
Kiunga,100,PG,1570414183,64,-6.12,141.3,303.17,1.224
Sorland,100,NO,1570414183,71,67.67,12.69,281.12,5.57
Aguimes,75,ES,1570414183,69,27.91,-15.45,297.04,9.3
Geraldton,75,CA,1570414183,100,49.72,-86.95,280.15,4.6
Tiznit,0,MA,1570414184,77,29.7,-9.73,293.94,1.87
Houma,41,CN,1570414184,71,35.63,111.36,288.2,2.54
Chimbarongo,100,CL,1570414184,51,-34.71,-71.04,290.15,2.1
Ust-Tsilma,100,RU,1570414184,95,65.44,52.15,270.17,0.251
Angahuan,90,MX,1570414184,88,19.55,-102.23,293.15,2.34
Hami,0,CN,1570414185,20,42.84,93.51,292.09,3.18
Eureka,1,US,1570414185,71,40.8,-124.16,288.15,3.1
Bull Savanna,99,JM,1570414185,79,17.89,-77.59,300.94,2.9
Aswan,0,EG,1570414140,21,24.09,32.9,301.15,3.6
Ribeira do Pombal,18,BR,1570414185,97,-10.84,-38.54,293.13,1.851
Tocopilla,67,CL,1570414186,83,-22.09,-70.2,287.47,2.03
Devonport,97,AU,1570414186,48,-41.18,146.36,288.15,1.79
Batemans Bay,100,AU,1570414186,49,-35.71,150.18,295.37,3.58
Te Anau,100,NZ,1570414186,80,-45.41,167.72,280.32,3.69
Raudeberg,0,NO,1570414186,75,61.99,5.14,279.15,3.6
Itacare,40,BR,1570414187,78,-14.28,-39,299.15,5.1
Rocha,0,UY,1570414046,96,-34.48,-54.34,281.49,3.04
Brae,100,GB,1570414187,81,60.4,-1.35,284.15,10.3
The Valley,20,AI,1570414131,74,18.22,-63.06,302.15,5.1
Lubango,85,AO,1570414187,35,-14.92,13.49,291.66,3.723
Solano,100,CO,1570414188,98,0.7,-75.25,295.68,0.91
Boyuibe,100,BO,1570414188,85,-20.43,-63.28,285.18,0.86
Darnetal,20,FR,1570414188,93,49.45,1.15,284.82,3.1
Mount Gambier,90,AU,1570414188,67,-37.83,140.78,288.15,6.2
